订单编号,订单日期,门店,产品ID,顾客ID,数量
20003263,1/13/2019,呼和浩特市,3011,1268,2
20003264,1/13/2019,江门市,3010,1791,3
20003265,1/13/2019,襄阳市,3011,2217,1
20003266,1/13/2019,襄阳市,3011,2284,4
20003267,1/13/2019,南通市,3011,606,1
20003268,1/13/2019,天津市,3008,942,4
20003269,1/13/2019,南京市,3008,427,1
20003270,1/13/2019,呼和浩特市,3008,1239,4
20003271,1/13/2019,杭州市,3011,338,1
20003272,1/13/2019,苏州市,3007,1319,1
20003273,1/13/2019,南京市,3008,463,1
20003274,1/13/2019,江门市,3012,1710,4
20003275,1/13/2019,石家庄市,3007,1084,3
20003276,1/13/2019,北京市,3008,106,3
20003277,1/13/2019,杭州市,3008,345,3
20003278,1/13/2019,北京市,3007,147,1
20003279,1/13/2019,呼和浩特市,3007,1230,1
20003280,1/13/2019,马鞍山市,3007,2181,1
20003281,1/13/2019,天津市,3007,988,1
20003282,1/14/2019,广州市,3008,1651,2
20003283,1/14/2019,北京市,3007,151,3
20003284,1/14/2019,襄阳市,3008,2239,1
20003285,1/14/2019,武汉市,3008,1434,2
20003286,1/14/2019,镇江市,3008,1119,1
20003287,1/14/2019,嘉兴市,3007,219,2
20003288,1/14/2019,马鞍山市,3003,2112,1
20003289,1/14/2019,呼和浩特市,3007,1239,4
20003290,1/14/2019,泰兴市,3002,744,3
20003291,1/14/2019,江门市,3008,1788,1
20003292,1/14/2019,北京市,3001,183,1
20003293,1/14/2019,中山市,3008,1878,1
20003294,1/14/2019,江门市,3009,1702,1
20003295,1/14/2019,天津市,3001,979,1
20003296,1/14/2019,石家庄市,3012,1047,1
20003297,1/14/2019,镇江市,3001,1200,3
20003298,1/14/2019,呼和浩特市,3001,1220,1
20003299,1/14/2019,杭州市,3009,355,4
20003300,1/14/2019,武汉市,3002,1486,1
20003301,1/14/2019,泰兴市,3003,756,1
20003302,1/14/2019,东莞市,3009,2083,4
20003303,1/14/2019,东莞市,3011,2054,4
20003304,1/14/2019,诸暨市,3002,895,2
20003305,1/14/2019,广州市,3002,1647,1
20003306,1/14/2019,石家庄市,3008,1097,1
20003307,1/14/2019,呼和浩特市,3011,1280,4
20003308,1/14/2019,武汉市,3008,1488,1
20003309,1/14/2019,常州市,3010,549,1
20003310,1/14/2019,江门市,3010,1752,4
20003311,1/14/2019,泰兴市,3012,720,1
20003312,1/14/2019,石家庄市,3011,1050,1
20003313,1/14/2019,呼和浩特市,3012,1270,1
20003314,1/14/2019,江门市,3011,1741,1
20003315,1/14/2019,嘉兴市,3008,284,2
20003316,1/14/2019,天津市,3007,959,1
20003317,1/14/2019,武汉市,3009,1423,1
20003318,1/14/2019,北京市,3011,116,3
20003319,1/14/2019,石家庄市,3007,1090,1
20003320,1/14/2019,诸暨市,3008,885,3
20003321,1/15/2019,中山市,3011,1848,1
20003322,1/15/2019,常州市,3008,575,2
20003323,1/15/2019,南京市,3011,412,2
20003324,1/15/2019,南京市,3009,450,1
20003325,1/15/2019,江门市,3007,1756,3
20003326,1/15/2019,镇江市,3008,1137,2
20003327,1/15/2019,中山市,3012,1889,3
20003328,1/15/2019,呼和浩特市,3003,1289,1
20003329,1/15/2019,呼和浩特市,3003,1295,4
20003330,1/15/2019,中山市,3008,1868,4
20003331,1/15/2019,中山市,3007,1877,2
20003332,1/15/2019,中山市,3012,1817,3
20003333,1/15/2019,马鞍山市,3012,2123,1
20003334,1/15/2019,北京市,3002,175,1
20003335,1/15/2019,江门市,3009,1735,1
20003336,1/15/2019,南通市,3011,631,3
20003337,1/15/2019,天津市,3008,1000,4
20003338,1/15/2019,东莞市,3007,2012,1
20003339,1/15/2019,南通市,3008,681,2
20003340,1/15/2019,呼和浩特市,3011,1271,4
20003341,1/15/2019,芜湖市,3011,1548,2
20003342,1/15/2019,石家庄市,3008,1036,1
20003343,1/15/2019,石家庄市,3011,1032,2
20003344,1/15/2019,南京市,3009,410,1
20003345,1/15/2019,呼和浩特市,3011,1231,2
20003346,1/15/2019,镇江市,3012,1111,1
20003347,1/15/2019,呼和浩特市,3011,1230,3
20003348,1/15/2019,江门市,3012,1731,1
20003349,1/15/2019,呼和浩特市,3011,1215,2
20003350,1/15/2019,南通市,3010,651,2
20003351,1/15/2019,呼和浩特市,3011,1281,4
20003352,1/15/2019,南通市,3007,624,1
20003353,1/15/2019,南通市,3010,685,4
20003354,1/15/2019,中山市,3009,1806,2
20003355,1/15/2019,杭州市,3008,342,4
20003356,1/15/2019,泰兴市,3009,773,2
20003357,1/15/2019,马鞍山市,3008,2188,1
20003358,1/15/2019,嘉兴市,3003,273,1
20003359,1/15/2019,北京市,3008,152,3
20003360,1/15/2019,北京市,3008,155,1
20003361,1/15/2019,北京市,3008,107,1
20003362,1/18/2019,马鞍山市,3009,2141,1
20003363,1/18/2019,北京市,3009,148,1
20003364,1/18/2019,嘉兴市,3009,223,1
20003365,1/18/2019,襄阳市,3008,2204,1
20003366,1/18/2019,苏州市,3012,1365,1
20003367,1/18/2019,武汉市,3008,1416,3
20003368,1/18/2019,石家庄市,3007,1083,1
20003369,1/18/2019,石家庄市,3008,1036,1
20003370,1/18/2019,江门市,3008,1777,1
20003371,1/18/2019,常州市,3007,599,1
20003372,1/18/2019,襄阳市,3008,2236,1
20003373,1/18/2019,北京市,3012,188,1
20003374,1/18/2019,北京市,3007,159,1
20003375,1/18/2019,无锡市,3009,2352,4
20003376,1/18/2019,东莞市,3012,2083,1
20003377,1/18/2019,南通市,3008,601,3
20003378,1/18/2019,呼和浩特市,3003,1206,4
20003379,1/18/2019,马鞍山市,3008,2188,1
20003380,1/18/2019,苏州市,3010,1338,2
20003381,1/18/2019,武汉市,3001,1478,4
20003382,1/18/2019,芜湖市,3008,1521,2
20003383,1/18/2019,石家庄市,3008,1012,4
20003384,1/18/2019,南通市,3007,699,4
20003385,1/18/2019,武汉市,3011,1482,1
20003386,1/18/2019,襄阳市,3010,2252,4
20003387,1/18/2019,呼和浩特市,3011,1299,3
20003388,1/18/2019,北京市,3007,122,4
20003389,1/18/2019,天津市,3009,940,2
20003390,1/18/2019,天津市,3001,931,3
20003391,1/19/2019,呼和浩特市,3002,1266,1
20003392,1/19/2019,呼和浩特市,3001,1245,2
20003393,1/19/2019,东莞市,3009,2076,1
20003394,1/19/2019,马鞍山市,3002,2118,1
20003395,1/19/2019,马鞍山市,3003,2161,1
20003396,1/19/2019,北京市,3002,162,1
20003397,1/19/2019,芜湖市,3010,1537,1
20003398,1/19/2019,江门市,3008,1781,4
20003399,1/19/2019,马鞍山市,3007,2189,1
20003400,1/19/2019,诸暨市,3001,840,3
20003401,1/19/2019,杭州市,3007,393,4
20003402,1/19/2019,泰兴市,3002,797,4
20003403,1/19/2019,襄阳市,3008,2201,3
20003404,1/19/2019,北京市,3003,191,1
20003405,1/19/2019,石家庄市,3008,1017,3
20003406,1/19/2019,常州市,3007,513,4
20003407,1/19/2019,常州市,3008,583,3
20003408,1/19/2019,天津市,3008,923,1
20003409,1/19/2019,北京市,3008,162,1
20003410,1/19/2019,北京市,3008,197,1
20003411,1/19/2019,石家庄市,3009,1004,1
20003412,1/19/2019,南通市,3008,632,1
20003413,1/19/2019,常州市,3012,540,1
20003414,1/19/2019,常州市,3011,564,4
20003415,1/19/2019,杭州市,3008,321,1
20003416,1/19/2019,泰兴市,3007,747,1
20003417,1/19/2019,广州市,3008,1700,4
20003418,1/19/2019,呼和浩特市,3002,1273,1
20003419,1/19/2019,呼和浩特市,3002,1241,4
20003420,1/19/2019,呼和浩特市,3010,1273,1
20003421,1/19/2019,天津市,3001,927,1
20003422,1/19/2019,武汉市,3012,1457,3
20003423,1/19/2019,马鞍山市,3012,2114,2
20003424,1/19/2019,武汉市,3012,1437,2
20003425,1/19/2019,石家庄市,3007,1033,1
20003426,1/19/2019,嘉兴市,3011,233,2
20003427,1/19/2019,天津市,3008,919,2
20003428,1/19/2019,广州市,3011,1617,3
20003429,1/19/2019,北京市,3008,121,2
20003430,1/19/2019,东莞市,3010,2078,1
20003431,1/19/2019,呼和浩特市,3008,1295,2
20003432,1/19/2019,天津市,3003,972,1
20003433,1/19/2019,石家庄市,3011,1057,2
20003434,1/19/2019,呼和浩特市,3008,1270,2
20003435,1/19/2019,芜湖市,3002,1598,4
20003436,1/19/2019,诸暨市,3001,849,1
20003437,1/19/2019,北京市,3002,196,1
20003438,1/20/2019,北京市,3008,181,1
20003439,1/20/2019,北京市,3007,102,3
20003440,1/20/2019,常州市,3008,525,1
20003441,1/20/2019,东莞市,3008,2012,4
20003442,1/20/2019,北京市,3002,144,3
20003443,1/20/2019,广州市,3001,1659,3
20003444,1/20/2019,苏州市,3007,1376,1
20003445,1/20/2019,武汉市,3009,1479,3
20003446,1/20/2019,武汉市,3009,1492,2
20003447,1/20/2019,呼和浩特市,3009,1245,3
20003448,1/20/2019,呼和浩特市,3007,1271,2
20003449,1/20/2019,泰兴市,3002,730,1
20003450,1/20/2019,石家庄市,3007,1087,1
20003451,1/20/2019,广州市,3009,1616,1
20003452,1/20/2019,北京市,3009,179,1
20003453,1/20/2019,无锡市,3011,2344,3
20003454,1/20/2019,芜湖市,3002,1501,1
20003455,1/20/2019,南通市,3007,646,2
20003456,1/20/2019,南通市,3009,635,1
20003457,1/20/2019,芜湖市,3009,1519,4
20003458,1/20/2019,芜湖市,3008,1584,3
20003459,1/20/2019,北京市,3009,115,3
20003460,1/20/2019,北京市,3009,197,3
20003461,1/20/2019,石家庄市,3009,1023,2
20003462,1/20/2019,石家庄市,3008,1006,3
20003463,1/20/2019,常州市,3008,512,1
20003464,1/20/2019,襄阳市,3011,2290,1
20003465,1/20/2019,襄阳市,3008,2222,1
20003466,1/20/2019,武汉市,3008,1487,4
20003467,1/20/2019,武汉市,3009,1453,1
20003468,1/20/2019,石家庄市,3008,1030,1
20003469,1/20/2019,石家庄市,3007,1078,1
20003470,1/20/2019,石家庄市,3012,1096,3
20003471,1/20/2019,广州市,3008,1655,2
20003472,1/20/2019,天津市,3011,978,1
20003473,1/20/2019,天津市,3011,962,1
20003474,1/20/2019,武汉市,3012,1479,1
20003475,1/20/2019,泰兴市,3012,794,1
20003476,1/20/2019,襄阳市,3011,2268,2
20003477,1/20/2019,石家庄市,3011,1098,2
20003478,1/20/2019,武汉市,3012,1486,1
20003479,1/20/2019,江门市,3011,1713,3
20003480,1/20/2019,苏州市,3008,1335,1
20003481,1/20/2019,江门市,3011,1751,1
20003482,1/20/2019,襄阳市,3012,2223,1
20003483,1/20/2019,广州市,3010,1648,3
20003484,1/20/2019,泰兴市,3008,732,1
20003485,1/20/2019,襄阳市,3008,2232,1
20003486,1/20/2019,苏州市,3008,1387,1
20003487,1/20/2019,杭州市,3008,360,1
20003488,1/20/2019,武汉市,3008,1477,1
20003489,1/20/2019,天津市,3008,924,1
20003490,1/21/2019,北京市,3008,176,4
20003491,1/21/2019,广州市,3008,1643,1
20003492,1/21/2019,广州市,3008,1684,1
20003493,1/21/2019,马鞍山市,3002,2146,3
20003494,1/21/2019,苏州市,3008,1329,1
20003495,1/21/2019,常州市,3007,516,1
20003496,1/21/2019,嘉兴市,3008,277,1
20003497,1/21/2019,嘉兴市,3007,201,2
20003498,1/21/2019,呼和浩特市,3008,1238,1
20003499,1/21/2019,呼和浩特市,3008,1220,1
20003500,1/21/2019,桐乡市,3002,1958,1
20003501,1/21/2019,桐乡市,3008,1950,3
20003502,1/21/2019,呼和浩特市,3011,1229,1
20003503,1/21/2019,呼和浩特市,3007,1243,1
20003504,1/21/2019,石家庄市,3009,1003,1
20003505,1/21/2019,石家庄市,3002,1048,4
20003506,1/21/2019,江门市,3010,1703,1
20003507,1/21/2019,江门市,3010,1800,2
20003508,1/21/2019,广州市,3007,1665,1
20003509,1/21/2019,广州市,3009,1638,2
20003510,1/21/2019,天津市,3003,967,1
20003511,1/21/2019,北京市,3008,182,4
20003512,1/21/2019,南通市,3008,639,1
20003513,1/21/2019,呼和浩特市,3009,1224,3
20003514,1/21/2019,杭州市,3009,301,2
20003515,1/21/2019,武汉市,3010,1494,1
20003516,1/21/2019,芜湖市,3003,1570,2
20003517,1/21/2019,泰兴市,3007,800,1
20003518,1/21/2019,苏州市,3008,1378,4
20003519,1/21/2019,苏州市,3009,1373,3
20003520,1/21/2019,嘉兴市,3002,221,1
20003521,1/21/2019,石家庄市,3009,1089,2
20003522,1/21/2019,石家庄市,3008,1096,4
20003523,1/21/2019,武汉市,3011,1482,1
20003524,1/21/2019,广州市,3011,1613,4
20003525,1/21/2019,江门市,3007,1737,1
20003526,1/21/2019,江门市,3011,1702,2
20003527,1/21/2019,呼和浩特市,3011,1259,1
20003528,1/21/2019,呼和浩特市,3012,1255,1
20003529,1/21/2019,江门市,3010,1717,4
20003530,1/21/2019,石家庄市,3011,1014,1
20003531,1/21/2019,呼和浩特市,3012,1220,1
20003532,1/21/2019,襄阳市,3011,2220,1
20003533,1/21/2019,襄阳市,3012,2222,1
20003534,1/21/2019,江门市,3010,1719,1
20003535,1/21/2019,嘉兴市,3002,215,4
20003536,1/21/2019,石家庄市,3010,1004,1
20003537,1/21/2019,镇江市,3011,1177,1
20003538,1/21/2019,北京市,3009,124,3
20003539,1/21/2019,东莞市,3011,2039,4
20003540,1/21/2019,杭州市,3008,328,3
20003541,1/21/2019,南通市,3010,622,1
20003542,1/21/2019,北京市,3009,102,1
20003543,1/21/2019,北京市,3009,184,1
20003544,1/21/2019,襄阳市,3009,2271,1
20003545,1/22/2019,嘉兴市,3012,208,2
20003546,1/22/2019,江门市,3008,1722,4
20003547,1/22/2019,常州市,3008,555,1
20003548,1/22/2019,江门市,3008,1706,1
20003549,1/22/2019,苏州市,3002,1305,3
20003550,1/22/2019,武汉市,3001,1464,2
20003551,1/22/2019,嘉兴市,3011,274,4
20003552,1/22/2019,中山市,3008,1890,4
20003553,1/22/2019,南京市,3001,417,3
20003554,1/22/2019,泰兴市,3009,770,4
20003555,1/22/2019,呼和浩特市,3002,1272,4
20003556,1/22/2019,中山市,3008,1803,1
20003557,1/22/2019,武汉市,3009,1497,4
20003558,1/22/2019,石家庄市,3007,1091,3
20003559,1/22/2019,中山市,3002,1821,3
20003560,1/22/2019,广州市,3009,1694,1
20003561,1/22/2019,广州市,3012,1692,1
20003562,1/22/2019,石家庄市,3008,1062,3
20003563,1/22/2019,杭州市,3002,328,1
20003564,1/22/2019,东莞市,3010,2067,4
20003565,1/22/2019,北京市,3008,146,1
20003566,1/22/2019,石家庄市,3007,1009,1
20003567,1/22/2019,石家庄市,3008,1052,1
20003568,1/22/2019,南通市,3007,649,2
20003569,1/22/2019,呼和浩特市,3003,1289,3
20003570,1/22/2019,呼和浩特市,3001,1252,2
20003571,1/22/2019,呼和浩特市,3011,1286,2
20003572,1/22/2019,武汉市,3002,1479,3
20003573,1/22/2019,石家庄市,3008,1098,4
20003574,1/22/2019,北京市,3002,195,4
20003575,1/22/2019,泰兴市,3007,752,1
20003576,1/22/2019,常州市,3007,526,1
20003577,1/22/2019,石家庄市,3011,1038,4
20003578,1/22/2019,石家庄市,3010,1047,3
20003579,1/22/2019,泰兴市,3008,704,1
20003580,1/22/2019,武汉市,3011,1491,1
20003581,1/22/2019,呼和浩特市,3010,1292,1
20003582,1/22/2019,襄阳市,3011,2217,4
20003583,1/22/2019,呼和浩特市,3011,1218,3
20003584,1/22/2019,襄阳市,3011,2233,1
20003585,1/22/2019,苏州市,3008,1352,1
20003586,1/22/2019,呼和浩特市,3009,1285,1
20003587,1/22/2019,泰兴市,3007,732,1
20003588,1/22/2019,石家庄市,3007,1033,1
20003589,1/22/2019,诸暨市,3003,887,1
20003590,1/22/2019,杭州市,3009,378,1
20003591,1/22/2019,北京市,3009,114,1
20003592,1/22/2019,襄阳市,3008,2288,3
20003593,1/22/2019,天津市,3001,990,1
20003594,1/22/2019,北京市,3007,191,1
20003595,1/25/2019,呼和浩特市,3011,1221,1
20003596,1/25/2019,石家庄市,3012,1040,2
20003597,1/25/2019,呼和浩特市,3009,1254,1
20003598,1/25/2019,常州市,3011,584,1
20003599,1/25/2019,马鞍山市,3011,2106,3
20003600,1/25/2019,马鞍山市,3002,2103,1
20003601,1/25/2019,北京市,3007,160,4
20003602,1/25/2019,嘉兴市,3009,249,1
20003603,1/25/2019,苏州市,3011,1323,1
20003604,1/25/2019,武汉市,3010,1482,3
20003605,1/25/2019,常州市,3009,505,3
20003606,1/25/2019,常州市,3007,545,1
20003607,1/25/2019,呼和浩特市,3007,1298,1
20003608,1/25/2019,呼和浩特市,3002,1281,4
20003609,1/25/2019,襄阳市,3008,2286,1
20003610,1/25/2019,北京市,3012,107,1
20003611,1/25/2019,北京市,3003,120,2
20003612,1/25/2019,常州市,3010,559,1
20003613,1/25/2019,呼和浩特市,3003,1288,3
20003614,1/25/2019,芜湖市,3010,1505,1
20003615,1/25/2019,襄阳市,3009,2271,1
20003616,1/25/2019,石家庄市,3009,1035,4
20003617,1/25/2019,呼和浩特市,3008,1246,3
20003618,1/25/2019,南通市,3008,620,1
20003619,1/25/2019,呼和浩特市,3011,1255,2
20003620,1/25/2019,嘉兴市,3012,228,1
20003621,1/25/2019,南通市,3008,663,1
20003622,1/25/2019,襄阳市,3009,2286,2
20003623,1/25/2019,北京市,3008,187,1
20003624,1/25/2019,襄阳市,3007,2225,1
20003625,1/25/2019,东莞市,3011,2094,2
20003626,1/25/2019,襄阳市,3008,2244,4
20003627,1/25/2019,诸暨市,3001,869,3
20003628,1/25/2019,南通市,3001,670,2
20003629,1/25/2019,泰兴市,3008,781,3
20003630,1/25/2019,北京市,3007,128,3
20003631,1/26/2019,呼和浩特市,3008,1276,2
20003632,1/26/2019,北京市,3007,135,1
20003633,1/26/2019,北京市,3008,177,2
20003634,1/26/2019,呼和浩特市,3008,1295,3
20003635,1/26/2019,嘉兴市,3002,296,3
20003636,1/26/2019,南京市,3008,486,2
20003637,1/26/2019,石家庄市,3009,1004,3
20003638,1/26/2019,北京市,3007,131,1
20003639,1/26/2019,北京市,3008,180,3
20003640,1/26/2019,呼和浩特市,3007,1242,1
20003641,1/26/2019,苏州市,3011,1353,4
20003642,1/26/2019,常州市,3010,577,3
20003643,1/26/2019,石家庄市,3010,1008,1
20003644,1/26/2019,天津市,3010,962,2
20003645,1/26/2019,襄阳市,3007,2244,3
20003646,1/26/2019,常州市,3012,561,1
20003647,1/26/2019,嘉兴市,3002,273,2
20003648,1/26/2019,武汉市,3007,1479,2
20003649,1/26/2019,芜湖市,3008,1598,3
20003650,1/26/2019,武汉市,3008,1440,1
20003651,1/26/2019,北京市,3008,169,3
20003652,1/26/2019,襄阳市,3008,2263,4
20003653,1/26/2019,北京市,3009,173,1
20003654,1/26/2019,呼和浩特市,3007,1228,3
20003655,1/26/2019,北京市,3007,129,2
20003656,1/26/2019,芜湖市,3008,1599,1
20003657,1/26/2019,武汉市,3007,1458,2
20003658,1/27/2019,江门市,3007,1710,3
20003659,1/27/2019,桐乡市,3002,1976,2
20003660,1/27/2019,江门市,3008,1738,3
20003661,1/27/2019,江门市,3007,1726,1
20003662,1/27/2019,江门市,3010,1756,1
20003663,1/27/2019,呼和浩特市,3002,1288,1
20003664,1/27/2019,石家庄市,3009,1082,1
20003665,1/27/2019,常州市,3008,565,1
20003666,1/27/2019,常州市,3009,531,1
20003667,1/27/2019,诸暨市,3003,825,2
20003668,1/27/2019,襄阳市,3009,2236,2
20003669,1/27/2019,北京市,3001,162,4
20003670,1/27/2019,北京市,3008,122,1
20003671,1/27/2019,北京市,3007,130,1
20003672,1/27/2019,芜湖市,3002,1519,1
20003673,1/27/2019,常州市,3008,582,1
20003674,1/27/2019,芜湖市,3009,1552,4
20003675,1/27/2019,泰兴市,3008,771,1
20003676,1/27/2019,北京市,3002,159,4
20003677,1/27/2019,常州市,3008,565,4
20003678,1/27/2019,苏州市,3008,1308,1
20003679,1/27/2019,石家庄市,3008,1059,2
20003680,1/27/2019,诸暨市,3001,869,3
20003681,1/27/2019,襄阳市,3008,2220,4
20003682,1/27/2019,石家庄市,3011,1019,2
20003683,1/27/2019,常州市,3011,591,3
20003684,1/27/2019,杭州市,3012,376,2
20003685,1/27/2019,南通市,3012,692,1
20003686,1/27/2019,襄阳市,3012,2208,3
20003687,1/27/2019,武汉市,3011,1471,2
20003688,1/27/2019,石家庄市,3010,1001,1
20003689,1/27/2019,襄阳市,3012,2287,3
20003690,1/27/2019,石家庄市,3011,1021,3
20003691,1/27/2019,芜湖市,3012,1507,1
20003692,1/27/2019,江门市,3011,1767,1
20003693,1/27/2019,南通市,3012,625,4
20003694,1/27/2019,呼和浩特市,3008,1249,2
20003695,1/27/2019,泰兴市,3010,739,1
20003696,1/27/2019,南通市,3009,649,3
20003697,1/27/2019,武汉市,3008,1449,1
20003698,1/27/2019,石家庄市,3007,1053,3
20003699,1/27/2019,北京市,3008,119,1
20003700,1/27/2019,马鞍山市,3002,2184,1
20003701,1/27/2019,北京市,3008,128,1
20003702,1/27/2019,北京市,3007,195,4
20003703,1/28/2019,杭州市,3011,304,3
20003704,1/28/2019,呼和浩特市,3009,1268,1
20003705,1/28/2019,常州市,3008,510,4
20003706,1/28/2019,广州市,3009,1685,3
20003707,1/28/2019,马鞍山市,3012,2122,1
20003708,1/28/2019,常州市,3009,558,1
20003709,1/28/2019,诸暨市,3002,865,2
20003710,1/28/2019,江门市,3007,1734,4
20003711,1/28/2019,武汉市,3012,1469,1
20003712,1/28/2019,石家庄市,3011,1059,1
20003713,1/28/2019,江门市,3009,1795,3
20003714,1/28/2019,石家庄市,3008,1087,2
20003715,1/28/2019,江门市,3009,1747,1
20003716,1/28/2019,南通市,3008,619,1
20003717,1/28/2019,天津市,3002,907,2
20003718,1/28/2019,南通市,3008,636,1
20003719,1/28/2019,南通市,3009,681,1
20003720,1/28/2019,南通市,3001,628,1
20003721,1/28/2019,马鞍山市,3008,2165,1
20003722,1/28/2019,杭州市,3007,329,1
20003723,1/28/2019,杭州市,3001,346,1
20003724,1/28/2019,泰兴市,3008,744,2
20003725,1/28/2019,常州市,3010,591,2
20003726,1/28/2019,襄阳市,3011,2202,1
20003727,1/28/2019,武汉市,3011,1447,4
20003728,1/28/2019,武汉市,3001,1467,1
20003729,1/28/2019,武汉市,3008,1412,3
20003730,1/28/2019,石家庄市,3009,1023,4
20003731,1/28/2019,杭州市,3011,384,3
20003732,1/28/2019,北京市,3003,158,1
20003733,1/28/2019,北京市,3002,128,1
20003734,1/28/2019,苏州市,3009,1321,1
20003735,1/28/2019,诸暨市,3002,845,3
20003736,1/28/2019,镇江市,3007,1165,1
20003737,1/28/2019,武汉市,3011,1422,3
20003738,1/28/2019,天津市,3007,971,3
20003739,1/28/2019,无锡市,3012,2366,3
20003740,1/28/2019,常州市,3011,515,3
20003741,1/28/2019,武汉市,3012,1497,4
20003742,1/28/2019,苏州市,3012,1357,4
20003743,1/28/2019,泰兴市,3008,780,4
20003744,1/28/2019,襄阳市,3009,2260,1
20003745,1/28/2019,石家庄市,3007,1059,1
20003746,1/28/2019,石家庄市,3012,1063,3
20003747,1/28/2019,苏州市,3010,1346,4
20003748,1/28/2019,呼和浩特市,3011,1211,3
20003749,1/28/2019,北京市,3009,143,2
20003750,1/28/2019,石家庄市,3010,1039,1
20003751,1/28/2019,襄阳市,3007,2262,1
20003752,1/28/2019,武汉市,3008,1461,2
20003753,1/28/2019,武汉市,3011,1486,1
